"frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
113,6707.64999,30550.66034,238.27749,13629.82729,122.74207,46.09289,12.4354
113,6791.97978,51564.0462,109.01136,7012.51292,251.36402,54.2842,6.26692
113,6660.93059,52524.0784,221.31556,5846.2542,164.40738,40.69334,21.9284
113,6823.69145,9279.41699,142.7339,2285.47611,172.41177,32.97934,19.31131
113,6865.105,11424.77213,74.21947,1743.64751,304.06733,60.79161,13.42165
113,6861.47554,20771.10159,118.48623,2520.86384,136.36329,25.62155,9.79196
113,6780.87109,2901.5764,212.62118,15636.59393,159.99375,80.44056,14.91374
113,6929.14613,3703.95753,102.37691,1602.53666,183.12609,37.05719,16.32223
113,6920.60555,7276.09334,108.66344,4494.70938,253.13726,60.59592,10.64745
113,6864.07448,13522.97445,176.67805,5824.13178,244.97306,52.69673,18.25712
113,6930.4979,14674.9011,110.85759,2450.48309,235.94882,50.43207,16.80422
113,7057.11579,15828.57433,296.8164,21926.39928,133.77135,41.07601,10.7292
113,6918.38361,22270.99068,104.7699,3841.91253,148.39146,37.90569,7.46314
113,6894.22711,30126.36047,155.43552,5510.46812,153.47157,42.76037,12.32034
113,6894.49826,39633.57187,139.14504,3003.94566,179.10317,30.25925,12.99704
113,6907.75131,50893.78917,74.00596,1191.34403,302.6948,72.06268,22.96993
113,7017.73669,6345.80949,101.3738,4913.58243,301.6977,87.501,12.21759
113,7027.68508,15848.51894,223.50323,10408.69386,189.69224,42.72378,13.29941
113,7032.28445,27660.08224,171.84722,15418.60732,202.04542,112.38728,13.85325
113,7129.35424,34648.51663,335.75969,77714.91846,0.00002,132.83516,12.23427
113,7057.83724,41314.91197,634.38181,84509.15074,0.00001,32.51111,10.12106
113,7067.53855,8194.81192,161.03166,6863.62488,201.08578,53.63619,13.21015
113,7121.50493,15264.16587,159.95595,2726.75093,221.77692,40.75263,24.79339
113,7081.50701,49718.15769,119.59534,3916.1098,210.61253,42.46514,10.39521
113,7153.06841,608.05855,142.49967,4449.36932,153.80865,33.85718,10.32812
113,7220.78507,5930.27174,129.94837,9192.4718,238.97149,71.26756,8.65122
113,7049.25127,11608.68813,220.59856,6177.7477,232.82979,59.39124,29.86688
113,7395.38756,18210.87521,263.54438,14316.78466,130.37308,38.63698,12.18136
113,7088.85751,27602.81186,228.83169,26174.45047,124.08058,99.8976,12.78673
113,7228.39417,30443.85215,82.20988,1206.67526,205.17612,47.29263,18.19349
113,7231.97882,31528.53454,117.47631,3103.79219,156.4966,31.83035,9.62582
113,7237.48947,51262.4511,84.43016,2199.04561,297.2524,79.59869,17.54915
113,7407.05907,34100.06743,504.28248,86532.67999,33.55935,44.46922,8.50486
113,7133.83164,34524.9575,201.19954,15709.30641,298.73021,129.43857,21.28236
113,7407.74227,50479.75804,412.8871,86571.78903,0,77.63128,9.78282
113,7353.83876,22167.68917,118.28019,2642.49213,154.08228,33.7171,12.00683
113,7498.54559,10115.90481,111.82719,2003.64843,175.51399,34.90147,14.61521
113,7527.80322,17709.17024,110.48734,1861.09526,237.39051,42.23098,18.43546
113,7463.67967,18190.87189,149.36096,2169.55386,245.10717,47.04329,31.32542
113,7604.4987,52593.27907,173.13297,3168.5029,195.81581,40.17826,24.57852
113,7567.40627,14535.67847,235.44793,7598.30025,197.40685,53.42348,24.91306
113,7641.96652,29623.71602,175.40043,4073.54866,146.56728,31.29718,15.49532
113,7527.9982,35085.86073,227.28152,6113.42061,198.57954,52.42862,28.30612
113,7780.04419,50822.10628,216.67393,13071.71578,285.09403,73.13618,16.8322
113,7705.0664,9115.31814,131.2725,3720.86037,183.12086,34.45774,10.69455
113,7708.40211,28861.35942,96.89426,995.55071,154.08629,26.7865,17.22661
113,7725.28347,33175.72377,105.58583,2029.6328,178.92596,41.3775,15.24785
113,7814.03006,37965.25395,338.83698,45324.55861,75.61355,63.86516,10.3949
113,7731.67237,50761.96513,146.56151,5195.19208,369.8999,72.02714,19.31337
113,7879.44056,32547.02208,189.03449,9127.962,176.24371,64.06688,16.16219
113,7689.81463,34136.52457,168.47397,4814.06868,268.0788,56.28044,21.42485
113,7887.93229,13620.31461,160.91221,8877.09904,267.72848,59.93551,11.40479
113,7855.38067,14162.39423,150.41721,5148.45534,244.4471,45.98213,13.25285
113,7867.58521,31213.92832,155.04355,4651.22919,169.63015,43.78737,14.80226
113,7716.11994,18086.703,485.40599,43857.14761,96.63424,50.93818,17.45236
113,7991.71462,32375.90238,119.10297,2613.86586,275.474,86.50201,30.68124
113,7999.94495,37127.59217,223.04872,7468.43204,190.46125,47.84445,20.46833
113,7987.31118,38533.87039,84.94079,1478.09217,278.87679,59.58538,19.80034
113,7979.76316,52948.48316,136.14892,2832.17322,189.5728,36.40425,15.72825
113,8074.14917,15203.70516,111.1583,5690.89015,216.33382,61.302,8.91894
113,8079.42775,18511.11359,110.46023,3756.43272,201.10492,43.90682,9.63065
113,7783.5744,37962.0295,324.1371,27749.04098,194.32662,62.36751,15.089
113,8133.59256,20710.8051,131.74363,2710.44245,122.16897,27.33855,11.79035
113,7902.52825,50822.08264,206.33622,8620.64596,310.82996,53.62396,17.05497
113,8273.34683,51022.58057,783.75763,252191.30532,0.00002,73.29598,11.38107
113,8108.40864,15520.54194,231.37152,10050.25794,155.51364,76.21785,25.87196
113,8150.55603,33887.19743,122.19983,2294.58891,237.58055,49.88262,21.34006
113,8084.68386,38541.35059,365.82019,29339.0116,125.27138,52.19026,15.23509
113,8227.23254,51377.50391,249.48418,15785.23519,180.87699,54.37234,13.79743
113,8165.68044,32342.87854,366.99636,40933.06298,90.4463,55.5104,11.7329
113,8344.52185,19011.86085,99.35357,3233.50243,212.9083,62.32645,12.78328
113,8406.03267,511.36056,116.22833,1632.14997,151.32755,27.51903,15.32009
113,8202.06662,32218.58888,245.67086,12151.79835,184.27238,49.36372,15.77214
113,8516.83685,17010.54183,109.94436,2183.04985,160.54164,29.10457,10.99786
113,8456.19896,18020.1589,137.03776,1913.43072,158.62657,29.73199,19.25553
113,8542.74767,34478.38552,95.8109,1216.49773,225.51706,31.28121,16.07832
113,8623.44646,13940.49236,134.57149,3294.0996,285.18332,57.05813,20.47255
113,8827.00381,14569.33513,352.02638,38496.0549,166.92817,82.32847,16.8436
113,8460.25977,38704.4836,183.41908,3812.32398,194.1914,37.57329,21.4656
113,8592.89102,51092.76628,81.23011,1616.71992,334.5266,52.80846,14.85249
113,8770.92308,16348.92259,171.9551,3805.58779,162.94043,37.46555,18.92934
113,8599.26823,18844.08959,259.35226,12960.23712,123.60919,53.95606,17.93735
113,8752.54925,20053.41857,130.12159,3445.26207,172.54571,32.85883,10.84113
113,8698.70139,35589.09234,128.69749,1903.27562,178.65417,33.99149,19.5285
113,8833.06583,37887.1634,123.51373,4510.84975,261.70732,58.13836,12.98345
113,8884.11785,3463.45845,120.04673,4384.65137,141.75794,31.36393,7.11393
113,8826.72877,13455.13731,286.7844,15199.15676,166.30383,57.74199,19.94082
113,8916.14837,14706.55367,192.98661,17251.29781,180.71225,75.35508,10.51916
113,8962.07416,36923.6689,144.64536,7592.39426,239.88262,59.22394,10.71427
113,9125.8505,15583.05554,201.00461,4887.35233,160.39521,31.30106,16.85631
113,9050.50707,36564.03417,163.77998,6676.49523,193.30425,49.94655,13.09356
113,9038.15693,39906.94346,163.78539,3381.56822,172.845,35.51066,18.38172
113,9000.04613,37900.80718,197.37066,10537.43104,186.77568,53.85365,12.89607
113,9224.56256,16640.34898,120.67843,7769.49672,152.13354,35.33354,4.66478
113,9419.97786,35815.89745,95.17941,1356.94572,193.12233,31.20262,14.24924
113,9303.40411,51159.73698,251.02447,14432.91307,223.59909,58.30099,16.31702
113,9373.98518,52106.29954,186.90164,4958.6177,183.2923,37.95053,17.36303
113,9619.52303,14209.41254,243.87555,10690.71873,150.27574,41.88279,15.05238
113,9722.9603,39722.81942,185.76824,3660.24345,147.49224,31.68076,19.43015
113,9869.25387,6759.52326,123.50376,2814.81706,184.84059,34.56616,12.53328
113,9862.64156,13959.89754,163.31864,4174.63441,184.76003,44.76086,18.58076
113,9935.78743,386.91104,303.64575,14171.7984,139.25301,42.83077,17.87689
113,10052.39901,2535.01225,49.55347,668.49794,188.1369,32.33021,9.46587
113,9993.74647,37865.01838,124.07728,4493.96039,200.72663,37.83324,8.75245
113,10030.38938,50957.04292,130.10077,6540.38843,289.99647,58.52999,10.01997
113,10116.7249,41019.44726,125.13436,3129.53514,142.48876,33.03795,11.11283
113,10392.98667,13234.69367,222.26049,18110.78532,119.86441,83.084,14.51741
113,10528.88552,40513.25954,278.82912,14159.64901,111.56932,50.09569,17.62373
113,10477.42575,11648.31332,123.96704,5986.44416,235.11795,42.7746,7.42836
113,10549.20682,1347.64765,175.80081,4020.1832,186.75007,33.8218,16.97066
113,10470.54465,13203.47014,206.11639,10942.1437,199.04762,88.5892,21.97781
113,10512.69694,40487.16426,220.45768,8949.03249,128.07521,48.44331,16.94551
113,10802.4113,10846.18687,222.99537,10595.18664,248.45482,68.45123,20.54582
113,10669.13589,47766.53201,125.67676,3494.87224,146.5329,30.83168,9.45335
113,10587.74586,51083.57597,214.9731,9070.2294,179.82352,42.96026,14.18674
113,10818.3345,745.48982,103.4636,5230.80028,175.88501,31.15679,4.60201
113,10845.6787,12106.25857,91.5521,1593.40028,190.43779,56.78617,20.14791
113,10805.72382,40826.8537,99.03779,1693.2353,160.84807,34.69082,13.66206
113,10852.29197,42792.37003,132.83473,3366.48998,143.60939,36.28734,12.64617
113,10812.69495,46423.80207,229.79817,5459.94316,116.9239,27.60864,17.38528
113,10906.91342,2206.5501,327.58791,25952.45288,75.69289,34.73422,9.42537
113,10972.63412,10143.64512,119.29645,2123.62798,174.74801,31.67048,14.21923
113,10859.41578,45988.37616,211.15121,5593.90878,118.04145,29.05428,15.1432
113,11077.87642,50389.46622,214.83061,11048.40398,179.64317,44.61992,12.1148
113,10985.78154,10815.82176,189.69419,13247.23245,174.54695,59.839,10.56082
113,11124.25429,52929.53487,126.20742,2951.00042,141.92393,29.73552,10.83851
113,11269.67953,5657.37793,195.05247,6230.2768,249.93033,46.30194,18.25746
113,11151.14972,42801.89965,163.75671,3029.06587,149.45569,42.32232,24.26515
113,11440.26984,3964.98415,196.5059,5403.26561,141.10696,37.55221,17.40687
113,11276.16881,41356.74907,104.31628,1354.01346,137.18658,24.04378,13.25138
113,11336.82539,4773.45169,170.20737,7524.15456,204.16739,50.41267,12.65364
113,11373.22795,42936.0853,269.64668,7520.21389,112.64066,34.31073,21.33235
113,11410.11915,44440.8208,135.16529,6043.80972,135.34879,35.67014,7.32156
113,11495.559,906.15183,98.42601,1641.7197,159.34753,32.52669,13.099
113,11315.75099,2151.67306,200.05127,4864.52654,134.97657,37.04628,19.7164
113,11475.78709,48220.14317,139.73793,2712.78216,126.1459,25.32465,12.25573
113,11514.383,7343.59285,114.27839,2124.96598,194.87084,43.17413,17.61797
113,11548.53651,9419.31171,113.96557,1698.35875,152.3108,28.3602,14.61795
113,11572.02117,3002.57878,120.40357,2342.13707,168.63818,34.68892,14.33484
113,11765.53134,6573.72642,319.93112,15192.25928,163.6479,57.89839,24.8058
113,11663.5496,8943.76314,114.5801,1295.32882,152.93075,25.24907,17.21514
113,11727.19164,52353.67384,143.27124,2354.35035,167.89523,35.2123,20.1197
113,11930.41001,4416.15878,157.4047,4114.65725,239.44925,57.64075,22.45276
113,11894.48632,7691.01859,94.47914,1961.70416,181.52232,40.44924,12.55318
113,11910.17254,43939.12886,123.01907,1814.42859,123.99961,19.55987,11.24878
113,11966.21863,6482.09971,79.01689,1459.47116,242.97718,56.66572,16.72675
113,11919.55913,4174.04644,198.9529,6648.30906,205.14767,49.07549,18.83104
113,11965.54514,4667.62628,223.37465,8735.72683,176.99364,49.41715,18.1495
113,11934.59365,6577.84859,229.43417,10870.75243,141.97127,46.33478,14.49229
113,12056.2757,8261.10857,131.86926,2452.07068,157.11335,28.9706,13.72802
113,12369.20806,8659.12743,196.86148,3159.11998,143.54949,25.0617,20.06397
114,5686.94776,40494.46351,113.21641,1619.02777,165.35504,29.90195,15.89839
114,5717.90678,10548.55475,91.0559,950.19989,224.7154,34.26084,20.33083
114,5694.33729,16199.7099,120.33153,2223.83529,206.64005,38.93284,16.81515
114,5778.68062,1962.47507,117.20775,1658.78276,187.9613,31.22053,17.26011
114,5837.62931,43603.89555,128.47816,2163.15327,157.46267,27.76879,14.18586
114,5892.62682,32490.71512,117.99179,3410.90446,175.67449,32.85331,9.12588
114,5965.36585,3950.61819,122.88648,4725.03885,270.98767,42.68697,9.16211
114,5961.46344,8351.99436,132.96091,5872.13672,291.55205,64.73627,12.78949
114,5938.32389,21739.56531,162.13331,3440.22482,144.99612,29.23758,14.73911
114,6111.35107,33906.48893,182.10096,12047.23865,178.55023,60.28823,10.78888
114,6135.67978,2635.13233,205.52525,11048.20702,184.81924,56.2998,13.898
114,6038.76593,8855.41088,215.62964,14104.65108,181.37534,55.3958,11.81693
114,6084.01012,18623.42205,173.48548,4686.98572,204.79108,47.4116,19.7009
114,6028.90136,50337.07091,122.74181,1865.47909,228.2565,37.84689,20.18701
114,6092.74793,4810.29507,231.10457,9732.85225,228.21936,54.26869,19.09682
114,6177.38908,11102.51824,228.34597,11968.21574,220.26958,58.01217,16.2325
114,6081.27319,12359.40604,128.57679,5976.79986,233.69367,37.59528,7.07555
114,6155.86221,15625.69078,117.03569,2729.86846,200.69,34.93693,11.79336
114,6046.07448,17481.16921,146.81373,2261.14858,182.22054,33.57401,20.95182
114,6103.11618,18774.69958,162.82215,6161.3677,187.10481,41.37609,11.70335
114,6054.09706,19947.70803,229.09757,5959.07103,133.61439,33.48755,19.07129
114,6133.72109,44646.62209,124.20562,1973.92557,160.31563,29.74889,15.52137
114,6147.24673,52400.81548,129.88308,2126.19481,177.49629,30.33929,16.00131
114,6274.25983,9600.58027,183.61839,5575.95393,188.28455,47.83948,18.69541
114,6247.32207,22526.74754,141.38833,2667.26411,150.10385,25.89083,12.99498
114,6301.87192,5629.4315,116.51094,2180.90396,194.83668,31.44998,13.17183
114,6343.12637,6612.47199,148.23622,3112.52516,193.90352,35.44319,16.4387
114,6342.90893,7894.879,205.69986,11578.52963,269.57944,58.88347,13.88303
114,6159.61502,11117.60506,166.92564,5096.30365,283.03875,63.12669,22.25707
114,6414.22658,13049.46677,187.03205,8377.5368,258.58423,68.16816,18.30737
114,6191.30142,33904.19343,154.12871,8658.72968,220.43152,63.23046,11.32744
114,6310.56073,39410.45722,124.64296,5571.34142,174.90417,37.51671,7.13047
114,6291.77443,7462.73083,251.16466,13832.8936,181.39269,60.51126,17.66216
114,6387.29002,37917.77195,124.70061,13201.66724,185.81705,46.99864,3.86218
114,6483.14001,13696.67518,164.49531,5558.87422,221.2857,39.66827,12.67523
114,6376.6743,25720.87472,160.71018,8151.24376,130.62514,47.98558,10.00271
114,6427.31454,35897.35806,269.80843,9574.51525,157.08423,41.32591,20.15991
114,6522.11404,2235.15827,102.49469,3864.0516,207.42385,50.98452,9.38871
114,6434.0955,13059.65603,161.47257,5708.42852,288.68809,67.97842,20.05416
114,6487.33203,16597.7515,116.83819,5889.15839,213.65119,40.1277,6.38293
114,6457.35997,18036.05539,117.7632,1397.42017,180.53551,33.29306,21.90476
114,6482.48228,27721.7564,109.43679,5115.87455,160.61595,31.99894,5.3043
114,6549.61734,32917.62335,396.38917,28122.0701,100.59759,40.73771,14.64053
114,6506.63921,39985.57968,101.79922,4331.55047,198.58563,37.92247,6.32243
114,6664.25547,664.40814,127.21042,5028.62709,161.14655,43.82998,9.43342
114,6710.84621,3346.5701,207.94653,22897.22224,213.42012,92.70981,11.25258
114,6514.82934,4535.61275,223.80613,11749.39218,186.33146,46.31822,12.79484
114,6636.79049,36253.94678,97.0149,1769.35564,242.87539,42.66746,15.34319
114,6695.11745,1373.9266,101.40679,3915.06301,188.68977,41.84699,7.56039
114,6652.79723,9675.98022,139.9002,4794.85931,202.36743,41.41679,11.20463
114,6720.72643,12551.59494,117.9995,3967.00226,279.13454,69.205,15.99985
114,6666.75174,19249.17847,112.02975,3139.20849,184.68388,38.18028,10.31985
114,6706.08102,45955.79375,115.3111,1643.24108,151.7055,29.11662,15.81408
114,6876.98569,8413.43997,142.46499,4809.32871,286.48029,84.0746,22.97988
114,6757.63875,32141.88858,96.70509,1642.96657,186.74557,34.47579,13.38524
114,6737.88542,34278.62806,80.43027,1964.13045,263.89178,50.49858,11.54701
114,6876.42211,50434.66334,237.99244,20053.58973,213.24777,70.72333,12.82609
114,6788.61975,11025.27027,122.2651,5163.11842,251.25352,46.86014,9.08927
114,6857.17378,33600.34487,101.39632,2162.34174,247.90865,41.86951,13.44187
114,6930.51359,7709.06911,101.00225,8006.27226,286.21414,65.41029,5.69855
114,6908.3659,20277.93676,140.17493,4790.027,168.17922,36.11711,9.90281
114,6904.50087,20836.36512,105.92394,2592.443,164.09435,33.87814,10.01512
114,6916.18873,34709.55706,285.26582,24247.60649,98.26717,45.60778,9.9467
114,6981.86175,49674.29613,162.6423,16557.42179,184.89221,78.06512,8.14488
114,6891.9173,50569.41912,175.35144,10489.25066,294.19547,73.26892,13.87686
114,7147.20779,52541.53104,96.95757,3596.33266,248.0861,70.89501,12.46191
114,6965.96303,3071.01955,317.57976,33209.83047,133.32278,54.46718,10.66639
114,6881.04396,8420.31657,207.39613,13796.47497,183.1711,75.22484,15.05854
114,6858.56744,11230.78442,278.94628,10659.37166,187.92658,47.50429,22.16356
114,7020.0201,14133.88414,77.3422,738.95132,253.81174,43.2604,24.21354
114,7019.93116,27285.35763,109.93373,7704.51325,169.967,38.77569,4.31035
114,7058.01728,37919.90227,182.9911,3680.78779,221.81294,43.28246,25.38003
114,6945.03985,722.9879,195.50229,5576.44065,168.13345,43.73421,19.35428
114,7005.52183,3357.86819,196.92847,16683.94504,296.13557,95.66857,14.26831
114,6864.91894,4556.38944,267.95091,8382.28077,161.82139,41.7732,22.91127
114,7083.50969,6727.12835,114.98213,6293.94043,265.57228,51.76163,7.34467
114,7016.19724,12865.75425,108.32105,3961.67963,285.43287,68.71342,13.52892
114,7071.30421,33041.92678,112.80779,4294.89043,210.52805,44.80155,8.96365
114,7216.23884,44700.31428,246.28028,10798.69513,157.53612,43.90126,15.89402
114,7166.85995,16352.76343,120.15637,4593.83585,247.99347,55.15214,11.50632
114,7132.42951,32475.4436,89.58472,1532.61191,189.52487,38.60051,13.85456
114,7177.1826,39275.15556,87.70076,970.90884,174.41371,31.37367,17.08083
114,7124.49641,42337.71336,98.89673,1737.93847,173.6583,29.78972,11.52251
114,7147.16068,52538.50632,96.86651,3855.45936,232.55653,70.13668,11.49638
114,7187.97446,6138.19048,207.91968,6374.14942,167.17244,36.42131,16.03793
114,7187.33196,13444.61896,108.57029,1723.90781,263.7842,34.13147,15.67819
114,7315.78287,14670.16079,233.423,5918.75128,212.88251,38.74721,22.91891
114,7247.45209,16616.88943,164.53172,5621.26214,213.29756,55.1387,17.21218
114,7228.14734,44676.00623,141.85757,5814.14045,166.02055,43.47135,9.9847
114,7524.02349,17990.90035,559.03691,92801.16638,0.00002,42.64845,9.32707
114,7290.63869,31593.74349,148.89666,5281.5775,147.79611,32.24951,9.09526
114,7408.68041,29638.27739,127.62703,7601.05641,210.22849,64.27832,9.12279
114,7467.97806,17325.15622,102.13155,3515.24363,266.78176,66.31593,13.16493
114,7449.17341,17993.24635,369.81776,23136.58675,129.63379,44.96289,17.0195
114,7476.86215,26120.9807,113.30788,1649.63557,152.08671,22.84979,12.18178
114,7544.72101,27678.1519,141.69378,5364.66846,162.65157,52.32734,12.85446
114,7677.42623,36583.96355,319.32413,18058.65358,181.97969,42.46417,15.41998
114,7549.57039,37819.64587,111.37832,1735.83531,257.70977,42.19561,20.02826
114,7818.71757,50980.60279,228.13952,14950.91538,263.7978,73.08736,16.29247
114,7772.03312,37241.69936,154.3387,6451.52329,256.19691,48.39949,11.72563
114,7833.36066,1892.34259,153.00554,2472.0774,158.83421,21.21556,13.49681
114,7873.90873,14105.53503,154.71317,5011.11457,217.41731,41.02503,12.87934
114,7814.09912,17624.88886,360.15145,34724.81826,106.79085,56.08173,13.42109
114,7933.98348,50998.17354,448.86085,107625.78172,0.00001,68.55491,8.25866
114,8085.6548,51963.00271,294.85484,13291.83111,158.54699,39.66524,16.69609
114,7902.59771,16514.90676,195.8544,6628.29326,164.82772,34.63814,13.12094
114,7874.69607,38440.00527,193.01933,4732.75389,190.50775,38.30411,19.517
114,8009.43504,32865.15674,104.35612,4564.9545,173.16095,37.27494,6.19505
114,8038.85559,3130.91206,284.05764,10249.5397,112.849,26.32586,13.57612
114,8049.02358,5964.2098,134.93462,1985.06317,180.71037,34.06603,20.54815
114,8236.32745,18670.95312,226.26647,6427.08214,166.77597,43.8565,22.42771
114,8153.25669,48417.98848,100.00494,2902.28593,190.56745,35.00841,8.33863
114,8012.0357,51055.72504,261.13925,20527.18216,246.19658,59.18198,12.64409
114,8294.61615,2350.73462,102.77374,1204.86105,169.0794,27.38971,16.29271
114,8237.7907,39052.27139,90.46088,1788.71401,190.19886,32.86818,10.43941
114,8377.4393,50605.55893,454.99227,54317.1569,175.134,52.85366,12.90982
114,8546.10903,20194.68511,214.8474,6270.54876,171.09397,44.98404,21.29056
114,8327.09803,32447.14476,84.7458,750.90982,171.6651,45.39232,29.52391
114,8375.52336,35170.47682,110.93753,1883.68923,226.57569,42.42033,18.43769
114,8475.7156,13449.77928,107.23757,4654.61884,262.11055,51.12263,8.54243
114,8428.00387,34415.15233,156.5442,7624.86207,201.29115,46.09642,9.77505
114,8430.06198,35672.2856,121.83546,2054.92479,202.3796,36.15771,17.32624
114,8523.3742,17951.79598,89.8991,1385.32501,221.33181,38.4047,15.31534
114,8457.46884,39848.96228,156.52916,3138.59995,180.99612,31.06995,15.95972
114,8577.58733,33307.22293,138.79638,4668.59646,212.57987,35.69008,9.85514
114,8682.73525,11422.55368,114.21941,2646.82902,200.33706,30.24277,10.15889
114,8707.48052,14319.59965,116.90273,2867.62475,197.51789,31.22441,10.11139
114,8715.86945,17141.83173,128.41037,8823.88398,184.38041,54.24306,6.80181
114,8635.38119,18467.80261,95.64863,1604.48962,217.23203,38.07533,14.74931
114,8592.44845,18846.93237,233.91166,11034.33621,132.50476,34.3717,11.17048
114,8688.20964,20108.01223,137.96809,3618.16168,186.76087,41.52554,14.39643
114,8839.66304,50799.25101,147.31518,3003.77663,379.92344,60.1085,28.1081
114,8896.07533,13657.24311,95.92054,2387.81084,272.44764,61.79438,16.00425
114,8932.35395,35306.81478,108.76004,2439.37532,228.98064,40.54469,13.20552
114,8992.64436,37029.05061,172.73793,9950.59432,186.21558,68.12691,13.22844
114,9020.14267,15647.65518,130.05767,5066.29349,152.16564,34.62988,7.85277
114,8988.27094,35522.66019,266.87726,8354.76301,172.41415,43.04901,23.48304
114,8977.3055,36640.26018,123.7237,6489.70551,233.32793,52.4893,8.2824
114,9148.62708,15119.5975,117.08774,4146.04252,182.42676,29.91116,6.87255
114,9173.09695,37955.44862,72.28815,670.86023,187.2748,26.68717,14.85374
114,9058.6912,50995.87619,231.69922,9401.39956,301.2439,50.2816,18.43937
114,9240.49161,16655.96663,104.98532,5904.62828,200.49354,51.62381,6.58701
114,9332.98538,18257.88459,144.73516,2089.826,167.2339,33.05379,21.69787
114,9088.11842,36926.85465,285.67161,16418.82393,176.82385,50.26714,16.02682
114,9428.85525,38898.41884,120.47097,3068.16299,172.14891,28.834,9.31611
114,9483.99167,12576.41027,121.52156,3496.65462,186.62628,32.73483,9.37897
114,9442.51901,40410.42938,106.57674,2128.22131,171.4369,32.22008,11.69368
114,9693.24486,3194.91788,137.38949,1797.1208,154.3551,25.92523,18.06033
114,9779.34817,4835.25551,109.54556,3658.20823,189.43058,30.99334,7.07392
114,9827.46542,50912.28123,231.57421,11380.65753,286.5532,54.08732,16.37904
114,10059.40376,12438.69276,115.95385,1305.34441,203.37231,34.37394,23.45871
114,10027.64736,37875.01417,115.85758,4013.84146,204.91243,36.01157,8.21209
114,9901.33888,50795.44431,244.6544,15078.78033,258.58108,56.35254,14.38152
114,10077.87075,551.11928,178.78413,6031.18008,212.97724,44.62018,15.36698
114,10097.38428,42020.66018,120.81354,2865.57855,150.81704,30.13652,10.40834
114,10090.75782,43760.09872,102.62449,1065.64994,153.52206,28.79145,19.19868
114,10193.57249,42534.41045,131.75252,3739.90029,166.06039,31.40592,9.83515
114,10270.87411,52190.28444,174.84082,3297.80243,218.2792,41.43271,24.81311
114,10313.38816,13259.54578,127.34079,7532.08573,185.35805,49.13622,7.11636
114,10558.40203,1514.54456,143.67217,5001.81823,197.32411,42.67317,11.63363
114,10653.95515,9587.27389,192.17386,5985.56696,201.19257,43.96493,17.55011
114,10681.37553,47818.76213,133.4912,4964.15103,176.83017,38.82289,9.33584
114,10547.96215,52206.43977,148.49091,2733.07167,214.03269,41.62895,21.87886
114,10660.42813,1155.09386,184.33227,5758.46025,173.97831,46.78389,17.85823
114,10876.20872,50927.36985,260.92836,16866.44076,188.02673,46.89805,12.24154
114,10805.3353,13108.86475,231.52984,7302.48359,187.46218,43.98242,20.7402
114,10876.10617,49387.49203,120.94049,3681.22239,152.02459,30.10217,8.20269
114,11014.23458,3182.13257,162.59988,7046.45228,215.35439,34.38972,8.63178
114,11110.70704,4744.59489,240.6729,15720.87086,169.2967,42.95944,10.32019
114,10953.42181,50798.08848,308.70142,17625.79397,185.27861,41.59413,14.49346
114,10986.69953,7677.2397,365.09193,30363.19371,130.85257,45.43105,12.84263
114,10863.25569,9974.23682,386.55984,21522.36579,94.08795,36.93796,16.49115
114,11319.31055,2051.94044,110.11415,2152.6793,148.4231,23.43089,9.1887
114,11359.99368,11642.65261,264.48692,10209.45823,130.54877,32.76414,14.58232
114,11451.76895,4614.86079,608.07622,144287.19987,0.00001,47.21903,7.87453
114,11237.10721,7733.54444,318.25907,14611.10592,170.51496,39.59628,17.63097
114,11519.81136,46186.9076,127.82074,6297.05167,142.79436,35.48146,6.32417
114,11292.1852,3067.39537,272.13592,10398.98109,140.92571,38.73172,17.75634
114,11474.6327,11123.95076,189.30544,3985.40046,167.86287,32.6641,19.09
114,11522.08475,47139.96341,127.35284,2566.37249,137.25861,26.48035,11.32912
114,11532.72301,47918.72264,113.13498,1984.05962,151.403,29.2065,12.75307
114,11645.58094,2670.71136,93.07805,1418.21093,181.52518,40.3678,16.73692
114,11585.51564,51199.76367,177.28327,3903.39339,229.71707,37.17745,19.43829
114,11738.33934,6528.37967,168.93051,6737.73027,189.91315,43.76341,12.13809
114,11642.06717,8669.71882,132.10015,4207.6879,195.62111,42.89733,11.80064
114,11589.91899,4739.11281,337.95908,37682.22092,63.08679,43.09189,8.53068
114,11847.42679,9177.81397,126.50755,3722.36322,174.27228,37.59867,10.8211
114,11877.58502,45176.23039,115.78701,2845.79434,147.19785,30.78596,9.87811
114,12154.34479,7053.39944,188.88622,5013.03334,177.84438,44.04169,20.24177
114,11995.79741,7726.60193,125.81003,3716.45319,177.19896,34.30696,9.84998
114,12070.07974,44439.88864,216.02263,5154.62844,136.05259,26.99607,15.98338
114,12202.03671,7028.59733,230.00686,6376.45053,182.66188,41.2631,21.99602
115,5289.58915,46257.38203,146.069,2471.47203,203.31272,27.10917,15.52291
115,5474.57076,39096.86001,132.5844,1939.08219,233.21613,28.13251,16.94071
115,5596.14531,15347.8658,202.37384,4456.75508,234.34826,30.10825,18.00806
115,5560.01082,51038.15798,87.68052,974.29752,264.50495,34.07385,18.41086
115,5633.92422,11333.62001,77.81968,797.75561,322.55804,44.85333,23.5169
115,5634.59636,35580.90451,132.67197,1778.88906,240.20794,28.88602,18.91688
