"frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
2,6579.8823,36098.70818,125.82339,11751.37737,668.16183,166.37183,14.60041
2,6661.84414,39520.01206,130.32451,8806.06819,558.47737,148.88449,18.65112
2,6841.19727,40718.92038,225.23144,20678.61633,316.73121,83.43028,13.12257
2,6366.83725,46352.60369,221.21656,19699.19799,260.34716,81.76777,13.03286
2,6624.14079,3295.87829,127.89982,7522.76461,552.66692,95.42852,13.56939
2,6686.07278,11795.44739,140.5134,9416.47967,722.48003,97.21727,13.25787
2,6660.72975,14822.9466,125.06569,10967.91437,775.22644,136.37301,12.70225
2,6541.29268,18194.34599,167.82387,5322.68817,353.06907,52.75571,18.08018
2,6764.04452,19969.96191,211.2479,16863.37298,258.90913,88.65132,15.02947
2,6699.55451,30761.59105,114.41328,3743.84849,357.54781,62.51721,14.47176
2,6411.79365,33218.56371,161.20111,10963.07074,568.78187,107.87257,16.47744
2,6714.48431,33980.62896,167.47827,8320.15469,472.30314,91.03664,19.74679
2,6800.69445,37908.53992,245.86266,15673.33084,343.32387,70.19971,17.30849
2,6669.11424,39502.33297,146.74301,10725.90245,539.92348,131.34454,17.0368
2,6665.82668,49649.69479,162.67754,9504.65113,533.49292,95.94253,17.21865
2,6844.36874,758.11033,178.39607,12916.5072,292.48761,67.20271,10.75004
2,6759.56529,1362.31299,148.36138,8770.12468,424.8551,96.52708,15.68953
2,6859.49673,12386.60481,237.58876,29988.33787,627.13453,103.66692,12.4743
2,6787.11359,19401.17671,93.34157,2089.09266,317.40019,49.17333,13.91106
2,6853.84261,31446.05947,245.71445,15161.59887,326.68419,72.99169,18.56072
2,6729.86648,34381.68499,110.60416,4486.77579,480.24429,79.01327,14.25955
2,6786.48172,40189.33826,70.4816,1986.22093,507.17021,101.1099,17.68233
2,6887.45637,42436.87332,220.71667,28942.10189,268.18225,97.15041,10.49843
2,6777.15048,47991.28097,195.2109,14477.29401,273.18171,63.80754,10.88269
2,6746.8299,48305.51132,80.10188,1853.34806,496.50534,94.20597,22.28065
2,6840.44014,6516.45794,269.30164,48658.72153,572.50634,166.02672,15.70267
2,6861.57394,9540.33644,146.72124,17807.56979,635.37853,121.06961,9.51037
2,6944.33282,11145.35999,137.01235,4856.11995,693.23433,101.14735,25.333
2,6792.07261,35312.79728,223.77598,16951.26358,497.81178,89.87903,16.96621
2,6739.08168,37899.89201,100.76438,2279.27698,460.5079,90.1348,26.63382
2,6896.36899,40678.94283,158.00952,7557.32758,468.48643,87.02608,18.5572
2,6878.20329,45744.5931,97.00102,1824.21255,289.23728,43.38194,15.12617
2,7031.14869,52027.91468,611.67146,281595.41244,0.00001,89.53777,7.6155
2,6848.47389,2664.83022,180.28895,29000.59069,445.81239,103.81688,7.54087
2,6927.85113,6070.14267,160.77588,30046.6794,742.20769,138.40795,7.71311
2,6849.13412,35630.00739,151.93991,26673.03859,630.60292,144.90449,8.13405
2,6931.3828,41705.62501,112.08149,4924.15543,367.16311,68.93475,11.68357
2,6936.29957,42331.81519,243.98409,31858.55654,335.40945,105.91598,12.64065
2,6891.63339,43654.89459,136.75389,10890.32992,312.09108,68.43618,7.76998
2,7074.74469,51103.64515,432.47488,231152.04046,0.00001,106.12401,5.52255
2,7091.78687,52926.06981,271.02903,22347.07829,219.60793,70.98976,14.91921
2,7049.08319,4844.23125,152.96215,9822.99929,572.04859,97.6843,15.05155
2,7013.17301,5185.02342,114.67374,5395.40551,630.92355,109.01381,17.44961
2,6981.28347,9039.53599,112.97409,8735.8631,623.28309,97.96961,9.48194
2,6873.85997,9645.60096,104.92921,6666.71105,680.51919,98.51122,10.82604
2,7038.0451,10469.01953,88.73474,3753.93724,621.7578,84.92999,12.07821
2,7038.93429,15380.03579,183.91427,30682.5355,728.48908,126.25316,8.96636
2,7174.1527,21044.19318,339.80871,27838.49116,176.66041,45.36552,12.14101
2,6948.13106,11156.86019,144.13009,5129.96314,694.70943,99.55095,26.04702
2,7067.7404,13564.15509,88.02619,3349.68472,816.61626,94.6905,14.81398
2,7167.36987,17582.49208,144.96019,5973.25138,446.53368,76.69863,17.51387
2,7136.64703,26051.43704,221.52099,27338.35894,200.49296,94.82044,10.92387
2,7126.17516,32380.60999,227.14939,29469.79127,424.16344,109.90727,12.30641
2,7122.27139,51932.41469,70.7434,1492.1026,682.7089,100.34252,23.4733
2,7145.34566,4062.30233,137.65108,8634.15115,602.85903,119.40218,16.99602
2,7121.87328,7939.42342,95.91691,5386.77187,744.12389,120.71853,13.78123
2,7127.23071,7940.66575,126.60059,9708.1245,664.31971,111.91469,12.08461
2,7119.40832,14009.11169,164.24063,15973.0978,676.29386,111.49787,12.15418
2,7271.44661,15622.54494,601.92113,420809.50011,0.00001,125.76209,6.9024
2,7302.91008,16665.92903,288.51503,53868.16638,330.88904,98.9387,9.7784
2,7173.25416,27887.75343,187.95455,19248.62892,237.53063,66.6063,7.97668
2,7176.30507,33701.81459,159.25573,10569.72733,520.36697,105.13461,16.27014
2,7284.0431,11590.39885,80.29757,2813.30107,726.17827,88.76194,13.95478
2,7171.0687,12847.17292,145.25248,8489.59707,877.53951,123.36817,19.80853
2,7139.11501,26043.68571,207.48973,19990.31784,284.19615,91.9389,12.70861
2,7178.37915,30440.16032,225.91796,11057.9649,242.04885,44.92884,13.42906
2,7412.64679,31668.02,208.19079,22529.56966,421.86951,105.41599,12.9935
2,7236.73869,52381.21617,122.32933,6664.24275,518.7044,92.43473,13.61669
2,7328.35822,29223.80138,110.48553,3508.39344,314.48722,52.76691,12.26199
2,7328.31244,38805.33209,204.79011,14644.37272,555.62204,86.02293,15.7915
2,7177.62904,4015.15009,121.03276,6232.47063,612.40152,119.72064,18.389
2,7326.56749,19918.68239,139.68417,9239.61015,467.23897,85.95387,11.84241
2,7435.32907,36210.76478,197.6725,13111.9748,574.31786,106.02485,20.19797
2,7275.66663,42222.62483,207.54656,10923.67461,462.82203,70.15261,17.74271
2,7425.26128,50434.09525,333.37657,103754.19143,562.8154,162.90098,11.0706
2,7385.30651,50566.16269,169.49103,16147.91137,1080.06345,132.60868,15.16022
2,7268.57414,4937.09718,245.08645,22505.56927,424.87765,79.60497,13.60204
2,7238.46219,12905.68207,91.2414,4103.11566,896.26032,131.50641,17.89472
2,7446.59583,21056.85688,90.47785,1582.16513,360.98043,58.77857,20.52962
2,7396.08153,31749.55364,443.38966,170588.13981,0.00002,111.46603,8.19267
2,7463.38507,36399.92816,168.1393,10484.14655,552.52727,103.19983,17.89896
2,7562.78342,38180.85399,270.09405,51643.6576,325.6295,94.54218,8.57237
2,7470.05667,51074.50762,619.31711,475290.48301,0.00001,124.5893,6.41725
2,7337.96579,3601.46227,366.04934,52574.43173,340.41542,96.56611,15.62416
2,7572.01773,7968.22795,71.22226,1643.3723,702.62472,110.15756,23.67133
2,7585.72518,8591.10119,93.63408,2374.94183,625.81244,69.4789,17.24517
2,7471.58874,7541.97554,596.44034,271036.2091,0,76.12344,6.44582
2,7679.0544,12432.57662,330.12468,82977.62618,443.50635,132.77098,11.08305
2,7397.09585,19922.1746,176.18461,15905.41813,338.28988,80.94847,10.23618
2,7612.9625,34176.57996,99.00828,3670.5314,554.17158,83.47194,14.89152
2,7649.51347,35569.28985,77.47843,1226.88856,665.19863,81.8518,27.49198
2,7891.63571,36873.18313,642.35092,301845.22401,0,107.86362,9.37682
2,7461.85563,15849.54992,321.83331,63746.20899,449.55491,90.08499,9.36917
2,7716.33352,19154.73129,168.73252,11642.8937,441.63308,99.49422,15.66792
2,7751.68715,51911.25188,213.59786,13145.81391,565.97217,82.43206,18.30173
2,7930.57524,13198.51284,99.42605,5720.6438,919.63302,121.00126,13.92196
2,7770.22628,44327.76701,99.02788,3302.03649,323.06876,34.93119,7.22907
2,7841.4477,820.59962,72.95681,1469.97154,443.92565,54.06006,13.74441
2,7801.99643,18539.63965,137.90195,11415.88572,528.55743,110.7332,12.00576
2,7786.72169,35120.06109,172.23783,8220.22484,593.7394,89.05635,20.6546
2,7789.11405,12399.08544,205.31751,19547.92496,743.20086,98.7639,13.65261
2,7926.26571,13195.11637,102.82962,6319.36148,896.9653,123.69996,13.73436
2,8043.79294,14426.89698,163.48996,10101.87411,627.45738,101.84445,17.35673
2,7979.86734,30793.67524,156.33354,4823.8002,299.39528,48.99925,16.17125
2,7981.6822,33070.32322,127.634,16714.65303,515.36831,104.10758,6.69551
2,7883.89376,51422.54547,90.71631,2753.83158,923.53125,151.03402,30.20682
2,7887.12866,11398.89171,247.71011,24691.01044,560.27396,83.56048,13.28769
2,8067.86845,16828.72628,183.73774,19200.30164,728.10337,96.10857,10.89728
2,7954.52,31963.90274,574.25159,243461.22329,0.00001,91.76263,7.94778
2,7828.74103,42173.12805,408.86277,62759.39775,162.74055,50.26038,8.68097
2,8016.00675,50663.60574,90.79529,4395.7686,1035.57896,109.88958,13.87316
2,8031.63762,35950.55516,217.38942,13607.22923,548.66728,69.46972,15.48419
2,8110.56932,37423.52281,107.60544,5072.68981,694.73489,79.89718,12.12367
2,8160.7032,17536.2236,105.95058,3680.94734,656.77761,106.05113,21.3579
2,8182.30604,18071.57583,100.85336,4271.79028,629.6137,97.94293,15.51859
2,8150.76501,32084.94838,261.52505,18092.66096,486.84303,73.11627,17.6407
2,8173.32325,37914.30029,140.95666,8555.568,703.16232,105.91238,15.95499
2,8276.4816,13617.74665,117.86428,6134.80575,757.3871,113.41073,16.83071
2,8187.46845,14148.97799,237.15356,18217.37349,585.73569,120.85085,23.71449
2,8128.16607,14720.75029,456.3448,55900.78517,491.70411,87.99932,20.75019
2,8264.80011,20429.04776,98.71294,3198.9581,318.88405,63.40164,12.97697
2,8240.55492,39787.70085,129.55431,3542.47309,475.95217,51.98245,16.18351
2,8250.92991,51357.3597,581.61768,364343.72082,0,129.20289,7.63357
2,8239.2314,51966.22699,352.50942,55603.28313,369.08005,77.14842,11.02517
2,8377.75511,19579.06268,109.70905,4820.26413,454.18991,82.74835,13.6849
2,8415.01342,12976.18126,125.54818,7786.1385,814.87715,91.38243,12.13283
2,8398.63301,15745.17285,95.69825,4976.98342,549.12905,91.911,11.36235
2,8162.48485,17564.65426,119.36384,5187.73788,611.77598,159.45404,28.55559
2,8470.27919,34413.92919,226.74821,18913.58092,459.72395,73.35348,12.80913
2,8467.7791,34982.04282,105.85655,9887.00995,584.95216,83.89883,6.40169
2,8494.56958,16216.85749,122.42792,5785.8723,589.30408,104.57387,17.70999
2,8550.55304,35541.4332,67.40726,1256.13819,563.33197,81.73075,20.86667
2,8718.68554,50933.26056,439.19405,93585.48362,770.89356,104.1686,13.62164
2,8414.43411,18082.73422,481.22153,177081.56634,0.00001,116.06023,9.64929
2,8583.09959,33457.87875,153.12443,6961.92389,483.26531,80.21894,17.48405
2,8598.94962,36037.48738,113.79102,5216.33428,544.97998,70.71096,11.64268
2,8578.94528,18195.13458,220.7012,21169.15991,344.5702,94.54396,13.92454
2,8700.30131,19069.86797,177.82183,16241.38163,362.04801,73.1055,9.25321
2,8701.04005,19907.86411,306.96564,37247.48473,199.08412,78.82364,12.73774
2,8594.12025,13140.82882,665.76764,420427.91589,0,116.26139,7.80612
2,8827.44192,17070.23333,81.73004,1546.36804,479.05078,82.10889,24.16614
2,8788.49899,50990.24846,627.7559,505958.15933,0.00001,108.9463,5.44763
2,8987.34498,14756.86356,214.90255,18398.6086,575.20039,88.08233,14.16872
2,8886.33753,17266.29075,199.87466,6928.56508,389.35233,79.91086,29.42925
2,8987.96706,37401.05971,134.41888,13567.81653,640.51326,87.41126,7.66351
2,8937.99471,38027.78494,158.95764,14383.70509,538.64831,88.27252,10.07501
2,9002.62201,13440.74999,220.40159,24173.21579,562.3478,116.5512,14.95448
2,9042.62372,37022.32479,407.72344,94004.11989,233.70394,92.73617,10.45526
2,9003.28161,11916.84402,230.53184,19325.34892,487.10668,67.01944,11.86612
2,9038.80431,14770.02949,253.2641,29629.29179,495.25706,85.17925,11.80991
2,9097.1251,34240.64337,111.18713,4117.71193,473.45991,67.51229,13.4493
2,9130.70387,35732.38837,95.02308,2973.31336,580.43135,81.17096,16.52609
2,9058.66501,50928.91041,643.59977,535659.64954,0,137.20061,6.75534
2,9109.9882,52071.88917,194.74259,8671.97455,495.56298,66.46105,18.67324
2,9176.23519,16607.86633,133.66274,15778.22303,381.41417,78.40257,5.89921
2,9255.55024,12423.08282,204.46079,9577.20192,525.81998,61.74359,17.32296
2,9408.61694,35301.24238,115.57873,5277.67576,554.34257,92.6492,15.42821
2,9421.17636,38618.82355,138.04614,3250.80833,440.44006,69.85917,26.57532
2,9648.14164,44288.81863,105.5183,2559.67652,260.71436,34.87703,10.34202
2,9632.05996,45704.62483,104.3863,4141.10405,302.14157,45.65595,8.18715
2,9732.0583,13954.59789,170.86814,10741.18432,557.34506,115.96738,20.23091
2,9718.03221,14487.55738,116.34315,3544.05122,503.16329,81.62645,20.47193
2,9710.89442,50915.96411,191.88248,22313.70831,891.86926,126.73115,13.40091
2,9828.17386,40819.93503,153.80656,4289.9926,302.22156,44.22443,15.93031
2,9928.65937,49908.12364,308.21357,30144.99995,294.76946,61.46374,12.42455
2,10026.63901,6512.05115,99.27771,1823.58488,516.9295,58.20352,21.012
2,10172.59554,8579.15565,669.95492,330041.99593,0.00002,72.79002,6.39378
2,10121.80851,9835.19793,206.19257,8592.7471,506.95665,68.41422,21.67626
2,10021.48073,12324.79884,117.8075,3062.88529,642.34011,97.99184,29.03277
2,9993.06337,37848.78955,140.80452,9133.38657,515.54401,68.79143,9.8044
2,10184.01887,9921.99782,289.02352,22120.25268,437.79184,75.17211,18.0829
2,10077.64985,12003.04624,244.45779,20790.48418,462.26786,71.1311,13.11623
2,10272.48819,13155.59392,208.12515,27031.874,425.89108,124.54771,12.76924
2,10055.38917,42504.77149,254.23198,20684.1581,300.79859,64.03296,12.85238
2,10045.56975,12396.93807,120.13833,3647.87218,616.23233,128.23063,33.07482
2,10280.62587,44883.63937,143.39991,4088.22042,278.3429,45.0064,14.85227
2,10261.65708,40089.38135,147.49982,10991.84097,268.72232,59.82586,7.82517
2,10556.23156,763.5995,371.05796,88772.75727,184.17414,83.74853,8.33157
2,10500.14341,1818.73459,211.29558,12557.51091,414.07441,56.23712,12.91792
2,10266.43812,13199.72929,132.20716,8138.52206,642.07573,128.88169,17.97994
2,10618.91615,43093.20555,68.54674,1588.66387,318.51679,46.68197,9.91962
2,10625.57041,51940.5238,697.13993,262175.59699,16.24194,57.28411,6.89349
2,10838.16312,6589.5201,346.35905,22983.52569,472.83972,68.5646,22.72382
2,10659.57844,47838.10032,162.13402,11931.7463,296.82803,52.22798,7.61122
2,10708.17745,41514.47125,154.44534,11103.54505,262.67478,74.83578,10.47951
2,10709.93051,42161.7775,108.56835,3578.65803,302.35173,50.44698,11.14873
2,10752.26544,50947.74245,181.40252,21976.28621,725.44668,112.87781,10.88317
2,10947.06078,11186.46935,65.07381,998.50288,550.78458,88.17445,26.5386
2,10980.61195,49874.8991,339.54499,38383.79703,247.32565,78.13168,14.94717
2,10766.83876,792.64357,251.99456,25256.87334,368.23671,64.41155,10.44191
2,10863.69433,9596.00706,260.70182,16342.42669,356.05471,60.88481,16.21352
2,11014.55796,12100.97539,77.93149,2273.85298,534.10628,81.69588,15.04009
2,10886.4847,12481.95422,539.49222,188232.97317,8.43981,79.51176,7.88703
2,10861.03045,44382.93727,331.1671,30878.71257,205.05028,55.67187,12.69228
2,11046.43832,50331.76654,373.59304,125804.7734,148.29243,85.73793,6.1394
2,10942.19567,10123.58857,265.10512,17564.87234,322.20787,59.90218,15.35866
2,11304.96513,42559.61954,204.74303,8857.66189,301.79232,60.48711,18.39011
2,11050.74987,46353.04599,104.59659,3590.69662,292.74755,41.47923,8.62513
2,11073.26889,48686.89451,250.86779,31803.2352,261.3154,73.98585,9.43401
2,11190.59397,1440.43789,94.45841,3971.64347,385.35739,61.95694,9.45974
2,11142.86586,7334.43546,144.3052,9202.30485,882.2547,131.70153,19.25752
2,11123.12002,48453.05515,148.23556,13098.91174,371.70879,104.20479,11.34984
2,11110.64516,52119.6652,127.68729,3476.45959,459.79851,59.87745,18.39856
2,11181.50379,47932.17287,256.5947,15910.42987,225.23339,52.3338,13.93804
2,11327.35783,2113.19501,79.2222,1865.25889,379.96329,68.23844,15.80888
2,11127.48475,2648.35075,303.91075,23334.8965,235.407,51.5946,13.13134
2,11353.48538,5525.85106,178.97672,7781.01069,664.49714,87.46929,23.09603
2,11289.58862,7817.81757,345.06257,118968.80674,193.63479,102.36989,6.58027
2,11341.69126,10846.13762,218.80244,30246.93101,330.94524,94.54473,9.62451
2,11383.63586,5577.07752,249.05432,19964.64241,559.95627,69.94652,13.9281
2,11442.94461,6908.52377,179.59016,18551.03436,808.63416,132.11253,14.73423
2,11388.53832,42525.64731,205.76982,13949.33525,246.54426,56.92272,11.19933
2,11366.65777,50356.6507,451.43486,98137.34322,360.16727,80.14538,10.62476
2,11529.21757,3385.73126,255.63111,15666.36311,276.98107,52.77967,14.16328
2,11588.34242,9049.4811,216.70989,8823.5257,360.99355,63.90498,21.76839
2,11585.4034,9090.6895,234.43351,10563.76047,352.68285,65.73306,21.84434
2,11653.53634,10168.15988,123.67987,3481.61493,364.73085,53.19602,15.40981
2,11569.02508,1801.91788,179.48709,4941.78249,309.75108,57.15311,23.97126
2,11681.60737,7692.58807,248.6819,34991.50535,361.72724,77.50084,8.83065
2,11949.70093,4506.4973,191.54345,23379.55386,578.1911,153.17135,15.37031
2,11927.03946,4757.11388,125.59692,12988.17186,787.07157,152.10147,12.05685
2,11691.02574,6426.9531,859.13577,705539.05098,0.00001,168.26513,11.11978
2,11871.96928,46265.83009,180.65142,6813.85064,254.0795,50.83677,15.77193
2,11812.38796,5605.15016,348.44802,28958.65386,446.16694,106.32474,28.18623
2,12092.36621,5120.0924,231.99615,41429.01686,445.51052,177.25212,14.64994
2,12008.77011,5728.38249,106.16625,2718.93274,538.14523,113.69255,31.05196
2,12097.19925,8194.74311,79.81099,1954.01812,436.48444,85.50701,19.08824
2,12260.73648,3554.50329,184.93968,5942.66849,383.90306,59.23149,21.92425
2,12133.4115,6490.10768,284.65367,49607.51595,373.29165,107.57904,11.20946
3,5819.04437,11074.10414,388.83034,47608.18831,450.13458,74.05907,14.97252
3,5569.38628,45118.74393,140.56635,4932.30705,244.15388,49.72453,13.08947
3,5750.50755,4378.91333,257.07709,22555.94975,440.84261,73.1039,13.71535
3,5652.65438,27190.03,156.93339,5465.94095,294.93145,48.97981,14.40331
3,5647.23327,51189.37747,90.3804,1342.79034,404.92299,55.81076,22.90715
3,6054.96073,12272.07541,263.79047,33236.1562,534.69046,98.39778,13.14619
3,5812.38628,53409.72403,240.94786,17118.81226,344.063,65.19455,14.18916
3,5954.88525,3820.79893,251.03702,18682.78743,553.7525,94.31745,20.24919
3,6027.57847,8805.40871,287.23367,27053.75247,369.91855,73.80516,14.37855
3,5920.2756,18868.46082,168.72104,15447.50734,322.83096,70.06114,8.43341
3,5977.92365,40344.42653,204.08217,15392.97683,288.64302,77.36274,13.45978
3,5896.78958,40969.00497,138.79126,5211.03014,275.7098,54.24996,13.16243
3,6003.41692,9706.45099,152.77221,9767.61604,507.94709,82.05299,12.73155
3,5933.66342,10194.11922,117.40801,3546.84844,515.76938,73.91635,18.88155
3,6018.16581,11103.2983,307.96629,48041.46699,433.43995,100.32418,12.61602
3,6119.4462,16710.24481,248.62409,17358.74013,284.57,57.93392,13.27157
3,5986.75715,25705.83288,191.74323,7674.93564,186.25791,39.95931,12.50339
3,5927.57741,43582.27445,160.46021,5713.03064,306.94827,51.49124,15.10458
3,5947.759,43888.28775,213.92084,15368.71543,211.88162,53.50534,10.3501
3,6165.98728,46399.51991,302.53929,17107.83464,210.94669,56.09086,19.15588
3,6054.41914,2526.09896,326.96939,51536.21768,227.31193,89.69738,11.86893
3,6019.5427,12271.84197,176.79598,14151.57891,629.20608,93.19521,13.26428
3,6172.88391,16616.65874,318.14224,32086.49453,257.92595,68.57128,13.82273
3,6067.36349,40237.80448,200.26621,11661.63177,363.82279,93.99302,20.67084
3,6170.58519,50377.18425,171.20665,5318.45204,451.38808,71.13742,25.20624
3,6176.92657,15814.47213,166.01701,10669.53781,437.92986,87.63911,14.61562
3,6118.78227,31839.60206,128.52596,8425.79381,345.99143,66.37153,8.61911
3,6064.5712,41787.32019,135.15509,4678.20341,238.63343,38.03943,9.9282
3,6155.19168,46959.30197,168.85502,14028.29408,329.54517,102.60596,13.44473
3,6098.05592,11103.59988,306.6576,46067.93068,445.8283,86.48064,11.28123
3,6345.0341,13611.1768,209.17106,31224.49431,562.95387,138.54261,12.41128
3,6200.84505,15826.50858,227.82172,19375.67641,391.64754,88.24893,15.11942
3,6310.80276,17677.20283,210.86763,12660.29601,280.91297,57.27852,12.99238
3,6262.34409,29485.25056,182.16034,10774.25867,262.8673,58.61957,11.72419
